ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
54;gpt2_xl_wechsel_german;0.41137367021186555;0.0017981838095897887;0.2917022552872899;0.0022545678793956703;0.5400906434366272;0.002087226872023932
55;gpt2_xl_wechsel_german;0.41137869960350937;0.0017890230540898897;0.29180651527172374;0.0022049760671682076;0.5401873347621057;0.0020402933939117256
56;gpt2_xl_wechsel_german;0.4113998815217562;0.0017124699590401159;0.2917653967127105;0.002160514814755073;0.5401494258888213;0.00199960573856871
57;gpt2_xl_wechsel_german;0.41135226640343425;0.0016686591330680033;0.2918120188060963;0.0020820810107445155;0.5401928458363504;0.001926609754965118
58;gpt2_xl_wechsel_german;0.41129174733729695;0.0017150242114336075;0.2916843788127419;0.0021381223626624262;0.5400745002216701;0.0019791260684641466
59;gpt2_xl_wechsel_german;0.4113886392075484;0.0016547151390233687;0.2917310496888327;0.002087295276649301;0.540117878805242;0.001931428013609523
60;gpt2_xl_wechsel_german;0.4113422592319492;0.0016445320596362677;0.2917379987668106;0.0020556956064968056;0.5401244132821422;0.001902777968166032
1;gpt2_xl_wechsel_german;0.4940779419266139;0.014485729465458744;0.3859443145322381;0.02184912877644313;0.6209998628124291;0.01742953550415766
2;gpt2_xl_wechsel_german;0.4841113400299712;0.009437457245060241;0.36987106411925147;0.013534082481088965;0.6080697268265659;0.011063174505834852
3;gpt2_xl_wechsel_german;0.48108632764342363;0.007556716438006571;0.36487732709876186;0.010724941173883456;0.6039861477479019;0.008839602139110989
4;gpt2_xl_wechsel_german;0.47951712704512717;0.006809837077278221;0.36182535300616125;0.00937591180089983;0.6014690716608467;0.007769762596949037
5;gpt2_xl_wechsel_german;0.4786846613110608;0.006136292348948548;0.36045997947404074;0.008229581344538309;0.6003443848723853;0.006829763678969591
6;gpt2_xl_wechsel_german;0.4775025300823776;0.005302793708931612;0.35902297674627326;0.007326520452680112;0.5991542250069277;0.006101526960777586
7;gpt2_xl_wechsel_german;0.47737294938024927;0.004908916418013457;0.35856157670536515;0.00682972518064284;0.5987730702000953;0.005693814893894331
8;gpt2_xl_wechsel_german;0.4769019649046955;0.00446197215889995;0.35782085374416517;0.006037551941680097;0.5981601085564736;0.005036232670597456
9;gpt2_xl_wechsel_german;0.47676806465530186;0.004340656605251058;0.35733156271888805;0.005897936005020996;0.5977518986365508;0.0049249010077355455
10;gpt2_xl_wechsel_german;0.4765367280479314;0.0040651578389554474;0.35706582053405606;0.005546622334872999;0.5975318881296605;0.00463515770454835
11;gpt2_xl_wechsel_german;0.4764139795927602;0.003910046970906868;0.35684944449537226;0.005284618990482117;0.5973524569988773;0.004416573207219681
12;gpt2_xl_wechsel_german;0.47628926878525735;0.003698520321992268;0.35661963063790814;0.0050668230791220195;0.5971613661478379;0.004236905678346787
13;gpt2_xl_wechsel_german;0.47607807327814167;0.0035978602381846058;0.3561967728019223;0.004873293623841894;0.5968083052413454;0.004078753867089824
14;gpt2_xl_wechsel_german;0.4759130311625309;0.0034073481226772387;0.35601926119111904;0.004690461602015596;0.5966605969049162;0.003925391813533999
15;gpt2_xl_wechsel_german;0.4759752234275627;0.003290718450885919;0.3561027856633053;0.004494465706514643;0.5967316379552653;0.0037619248543712415
16;gpt2_xl_wechsel_german;0.47585505598171357;0.0032823594964200118;0.3559782133689553;0.004412900482979195;0.5966276687637203;0.0036948459249921185
17;gpt2_xl_wechsel_german;0.47597876747497697;0.003084593976352249;0.3560928964108027;0.004190352204535525;0.59672488710418;0.0035096779260760515
18;gpt2_xl_wechsel_german;0.47561580255049823;0.003121911653014943;0.3556721019667309;0.004304902111696624;0.5963716251399483;0.0036055088908232527
19;gpt2_xl_wechsel_german;0.47571956832384704;0.002799874610836051;0.35563904025891974;0.0038671893723924845;0.5963459941342113;0.0032413029856814945
20;gpt2_xl_wechsel_german;0.4755955811582869;0.0028652635394638077;0.3554157268967022;0.0037978880917762152;0.5961590432472069;0.003183109087002687
21;gpt2_xl_wechsel_german;0.4756073326441851;0.0028612669546114263;0.35549855923003604;0.0038425389112938316;0.596228311403188;0.0032202921639007563
22;gpt2_xl_wechsel_german;0.4757042838892594;0.00265932279587916;0.3555272279709185;0.003652438722812818;0.5962531909713235;0.0030609797501789833
23;gpt2_xl_wechsel_german;0.47555296020988347;0.0027285249902526554;0.3553279150482062;0.0036299573201837533;0.596086115989263;0.003044115582906881
24;gpt2_xl_wechsel_german;0.4755131231946971;0.0026467378944896483;0.35514510227942725;0.003519273606930999;0.5959332223287714;0.0029505100888084545
25;gpt2_xl_wechsel_german;0.47543574786102316;0.002372677424157443;0.3551978590976903;0.003207178388989005;0.5959787173905695;0.0026897490461424006
26;gpt2_xl_wechsel_german;0.47552200770100184;0.0024498090122729464;0.3552727514815425;0.0034308664178913538;0.5960406710786296;0.0028771826252511116
27;gpt2_xl_wechsel_german;0.47541429874708413;0.0024297160185333924;0.35508104135000285;0.0033013173902113617;0.5958803424426817;0.0027688457707423448
28;gpt2_xl_wechsel_german;0.4754435035560867;0.0024069527224256943;0.3551069811292136;0.0033759286029696116;0.5959018136187963;0.0028315495255728943
29;gpt2_xl_wechsel_german;0.47550594642007593;0.002363312681708923;0.35519508123930543;0.0033044430862948413;0.5959760142325148;0.0027711691050777473
30;gpt2_xl_wechsel_german;0.4754895528718848;0.002341421592275329;0.3551570959143319;0.0030979190249721695;0.5959449242935314;0.0025980517666835843
31;gpt2_xl_wechsel_german;0.47539366495651303;0.002207209915941469;0.35496523675396874;0.0030738007853347133;0.5957840155659324;0.0025787982281634367
32;gpt2_xl_wechsel_german;0.47546384564342314;0.002237422290401064;0.35503171144928564;0.002949699444396813;0.5958402402732561;0.0024750042505035375
33;gpt2_xl_wechsel_german;0.4754759249303466;0.0022607382076051895;0.3550562246511269;0.003016435146356513;0.5958605794172684;0.002530009603347683
34;gpt2_xl_wechsel_german;0.4753945124616667;0.0021995185536935577;0.35498109245599146;0.002964832649785065;0.5957977093098616;0.0024876143871457746
35;gpt2_xl_wechsel_german;0.47534554379677124;0.0022337507425925986;0.3549651167981794;0.002971113581664845;0.5957842838060848;0.002492022878852985
36;gpt2_xl_wechsel_german;0.4753789509003597;0.002163021033419256;0.3550095064208072;0.002943560443839903;0.5958216277108779;0.0024699136097649423
37;gpt2_xl_wechsel_german;0.4752535360097155;0.002128140723798573;0.3546928458525399;0.00282342227939752;0.5955562415908389;0.002369508241077935
38;gpt2_xl_wechsel_german;0.4753424762998259;0.002043941399323768;0.35488075296384364;0.0028055141094093686;0.5957140418201202;0.0023534827514430606
39;gpt2_xl_wechsel_german;0.4752878135473501;0.0020643422263087055;0.35476887976827515;0.002759351328984023;0.5956202820454106;0.002316192818106241
40;gpt2_xl_wechsel_german;0.4754049928504008;0.001929070992683427;0.35490373226924526;0.002679663889849982;0.5957337362563149;0.0022478452225251585
41;gpt2_xl_wechsel_german;0.4753155087592412;0.002035243087210478;0.35477775091799024;0.002689178841730078;0.595627959847808;0.0022559820442126354
42;gpt2_xl_wechsel_german;0.4752612813909615;0.001923434530393756;0.35474405009914906;0.002633362799264867;0.5955998414758058;0.0022099359630130882
43;gpt2_xl_wechsel_german;0.4752845506784609;0.001873221622633417;0.3547705582573024;0.0025398382604324347;0.5956223802136831;0.0021314288348206196
44;gpt2_xl_wechsel_german;0.47535515136925177;0.00196321839571465;0.3548727132324644;0.0026806129018239573;0.5957076973766663;0.0022489055628333613
45;gpt2_xl_wechsel_german;0.4752469757981917;0.0018558298145171575;0.35468691447116724;0.0025497197771580556;0.5955521301934694;0.0021399234704576322
46;gpt2_xl_wechsel_german;0.4752326821892683;0.0018418979403532635;0.35471469901214836;0.0024932137735009813;0.5955756238608396;0.0020927624269396574
47;gpt2_xl_wechsel_german;0.4752545268523083;0.0018743044146197385;0.35470931520903487;0.0025230649017801425;0.595571017150632;0.002117362136980128
48;gpt2_xl_wechsel_german;0.47522563184566535;0.0018446233966608755;0.3546634026420274;0.0024279095129777608;0.5955327491851342;0.0020375086413538324
49;gpt2_xl_wechsel_german;0.4751863334424437;0.0018631897616473725;0.35459121343052474;0.0025396426887250613;0.5954718086622182;0.0021314460192695048
50;gpt2_xl_wechsel_german;0.475279208159997;0.0018240336426905534;0.35469135011964026;0.002494060228703858;0.5955560212620827;0.0020928540694550445
51;gpt2_xl_wechsel_german;0.4752297484231525;0.001795032434731628;0.3546958214210784;0.002412417063874809;0.5955600112770992;0.002024472076199233
52;gpt2_xl_wechsel_german;0.4751736482520651;0.0018915383908216239;0.35463537351804053;0.002538211663034411;0.5955088900190046;0.0021307196764926446
53;gpt2_xl_wechsel_german;0.47528518493672267;0.001755428806198058;0.3546768832009488;0.0024118333006930017;0.5955441116688449;0.0020244396437118593
54;gpt2_xl_wechsel_german;0.4752362017586135;0.0017010799259818184;0.35463529116141973;0.0022783263861356103;0.5955095608457298;0.0019125272561536111
55;gpt2_xl_wechsel_german;0.47522917961113476;0.0017294270366114747;0.35465383727713506;0.002315061532994943;0.5955250339839043;0.0019429231984846255
56;gpt2_xl_wechsel_german;0.47527575678500433;0.001822621960841368;0.3547152294719465;0.0024358571944551747;0.5955762368137757;0.002044454568222865
57;gpt2_xl_wechsel_german;0.47519905602117474;0.0017123944711718397;0.35456187731482514;0.0022939403335546274;0.595447876407271;0.0019254880942917152
58;gpt2_xl_wechsel_german;0.4752267058947628;0.0017130655117445447;0.3546023933018704;0.0023195156713693927;0.5954818256144482;0.001947423223337837
59;gpt2_xl_wechsel_german;0.4752135628636695;0.0016407636466818122;0.3546404700640605;0.002299533896353734;0.5955138520690804;0.00193022892154999
60;gpt2_xl_wechsel_german;0.4751942174628228;0.0016226984812369003;0.35453602652245564;0.002205670061118629;0.5954264025094651;0.001851795409229348
1;gpt2_xl_wechsel_german;0.4726106306150455;0.014737312826053199;0.35093501239544606;0.02136108784951697;0.5921247030087139;0.017990890874088325
2;gpt2_xl_wechsel_german;0.4632346516053151;0.0110410509860646;0.335054692023562;0.015312485098205103;0.5786898173496745;0.013151436409833846
3;gpt2_xl_wechsel_german;0.46025767781235094;0.0090028985809121;0.330177366058368;0.012254853767025734;0.574512730083387;0.010611391621014278
4;gpt2_xl_wechsel_german;0.4575100861001155;0.00757849506369658;0.3260006526878141;0.010459708969422837;0.5708917626924195;0.009128598417342104
5;gpt2_xl_wechsel_german;0.45688630191405455;0.006824684750530505;0.32469215231163484;0.009307387555194056;0.5697594876510029;0.008145237147516358
6;gpt2_xl_wechsel_german;0.4559560947666439;0.006023448165263692;0.32325899349858;0.007936758295096429;0.5685160889349445;0.006964095010403044
7;gpt2_xl_wechsel_german;0.45575710933588437;0.006008255137958255;0.3229849966019092;0.00798835416798743;0.5682744907027077;0.007010632457570137
