ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
37;Wechsel_BERT;0.4507020966205525;0.0018395672772512587;0.32420205505018396;0.0021764773343057623;0.5693842346692758;0.0019110238821265354
38;Wechsel_BERT;0.4507537343017173;0.0019127216271328292;0.3242442750552396;0.0021221715927449733;0.5694214671895886;0.0018631237548656662
39;Wechsel_BERT;0.450698322261776;0.0018094586392644843;0.3242385435345343;0.0020749451248017483;0.5694165688476128;0.001821530762656693
40;Wechsel_BERT;0.45070344621934566;0.001734689547304751;0.3241362590649545;0.0020264407058654334;0.5693268806913159;0.0017790875198599565
41;Wechsel_BERT;0.45064290676076224;0.0017536920777857326;0.32420417317911654;0.0020046279912025633;0.5693865805183671;0.0017601712762823813
42;Wechsel_BERT;0.45069177990600867;0.0017185965161845174;0.3241405149943844;0.0019617454360595205;0.5693307925471588;0.0017223874787341644
43;Wechsel_BERT;0.45068083763642985;0.0017299920568959299;0.3241411625803034;0.001965174595594223;0.5693313514889982;0.0017256215645350596
44;Wechsel_BERT;0.450650456434783;0.001728007093768812;0.32416713272311143;0.001979183787048104;0.5693541218607919;0.001737717727991326
45;Wechsel_BERT;0.45063320482946034;0.001705739306807311;0.3240908412826737;0.0019406288152181348;0.5692872215925909;0.001703971120144167
46;Wechsel_BERT;0.4506728135545817;0.00174569932107781;0.3241377377740192;0.0018929716282406832;0.5693285312178943;0.001662552066549345
47;Wechsel_BERT;0.45063545222037793;0.00160247915872455;0.3241263695648557;0.001826417155410472;0.5693187148769876;0.0016040663014596091
48;Wechsel_BERT;0.45063579074404614;0.0016194963473946135;0.3240336711767577;0.0018105320075680693;0.5692373372637874;0.0015898330602895794
49;Wechsel_BERT;0.4506296039803034;0.0016714271737382927;0.32405751176895886;0.0018935172376086456;0.5692580695232803;0.0016627737080266685
50;Wechsel_BERT;0.4505496175583555;0.0016474064246758964;0.3240160062472885;0.0018823938498567236;0.5692216418700308;0.0016526964271169164
51;Wechsel_BERT;0.4505996273437781;0.0015883581888750636;0.32405731556987527;0.0018618877453591917;0.5692579768745347;0.001635239613871355
52;Wechsel_BERT;0.4506517780911856;0.0015982360764178769;0.32407249796023185;0.0018466328048873987;0.5692713513130627;0.001621469578101047
53;Wechsel_BERT;0.4505054293802536;0.0015546969587682889;0.3239464233149758;0.0017954140847903492;0.5691607318974189;0.0015770440828502387
54;Wechsel_BERT;0.4506059586422621;0.0015560962900538153;0.3240407882283497;0.0017542691000261555;0.5692437242327553;0.0015404619422991431
55;Wechsel_BERT;0.45054458265815484;0.001555431987891171;0.3240222546950981;0.001756498001976166;0.5692274390792271;0.0015426192263272665
56;Wechsel_BERT;0.4505971637707636;0.001523411224889877;0.3240340529924121;0.0017169966280159087;0.5692378948455952;0.0015080910136762542
57;Wechsel_BERT;0.4506078224855552;0.0014574565601788438;0.32400448716350405;0.0017400890628952775;0.5692118713614716;0.001528070572499301
58;Wechsel_BERT;0.4505191362912103;0.0014365108000481206;0.32396282206791216;0.0017069382866146876;0.5691753479220423;0.0014992109146903987
59;Wechsel_BERT;0.45059437226020005;0.0014753744199036015;0.32397494604759025;0.001678811167659998;0.569186063504634;0.001474222853827577
60;Wechsel_BERT;0.45054975068167114;0.0014124535698386846;0.3239587990384753;0.0016732979905766344;0.5691718901577919;0.0014699160981804292
1;Wechsel_BERT;0.465147005426104;0.010706957846703577;0.33287192057259224;0.015873809469250825;0.5767881288721216;0.01369534692207879
2;Wechsel_BERT;0.45831102583264727;0.007698498647815913;0.3208070245755201;0.010988659602846838;0.5663157178242506;0.009676050158526982
3;Wechsel_BERT;0.4559972306297012;0.006533819255081569;0.31714635651884615;0.009218956516120822;0.5630983409939204;0.008165878416423706
